"reference_id","registration_number","doctor_name","normalized_name","state_medical_council","registration_year","registration_date","qualification","specialization","registration_status","source_type","source_reference","source_year"
"REF-TN-000300","SYN-TN-MED-000300","Savitha Ramaswamy","SAVITHA RAMASWAMY","Tamil Nadu Medical Council","1996","1996-08-03","MBBS, MS","Pediatrics","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-AR-000301","SYN-AR-MED-000301","Mohan Babu","MOHAN BABU","Arunachal Pradesh Medical Council","1991","1991-03-18","MBBS, MD, DM","Pediatrics","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KER-000302","SYN-KER-MED-000302","Hari Philip","HARI PHILIP","Kerala Medical Council","2001","2001-02-02","MBBS","Anesthesiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MP-000303","SYN-MP-MED-000303","Rajini Dey","RAJINI DEY","Madhya Pradesh Medical Council","1986","1986-08-05","MBBS, DNB","General Medicine","INACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-WB-000304","SYN-WB-MED-000304","Manasa Chandra","MANASA CHANDRA","West Bengal Medical Council","2002","2002-03-23","MBBS, MD","Pulmonology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-000305","SYN-MH-MED-000305","Anjali Salvi","ANJALI SALVI","Maharashtra Medical Council","2016","2016-08-14","MBBS, MS","Cardiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-GJ-000306","SYN-GJ-MED-000306","Aarav Chandra","AARAV CHANDRA","Gujarat Medical Council","2015","2015-02-19","MBBS, MS","Ophthalmology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TG-000307","SYN-TG-MED-000307","Ravi Chandra","RAVI CHANDRA","Telangana State Medical Council","1988","1988-11-21","MBBS","Radiology","INACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-GJ-000308","SYN-GJ-MED-000308","Santosh Kumar","SANTOSH KUMAR","Gujarat Medical Council","2014","2014-05-21","MBBS, MD","Radiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-000309","SYN-KA-MED-000309","Srinivas Nayak","SRINIVAS NAYAK","Karnataka Medical Council","1997","1997-05-23","MBBS, MD","Neurology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-000310","SYN-KA-MED-000310","Shekhar Kamath","SHEKHAR KAMATH","Karnataka Medical Council","1990","1990-11-15","MBBS, DNB","Neurosurgery","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-UP-000311","SYN-UP-MED-000311","Anand Nair","ANAND NAIR","Uttar Pradesh Medical Council","2000","2000-08-13","MBBS","Radiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KER-000312","SYN-KER-MED-000312","Amruta Abraham","AMRUTA ABRAHAM","Kerala Medical Council","2013","2013-01-02","MBBS, MD","ENT","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-AP-000313","SYN-AP-MED-000313","Arvind Chandra","ARVIND CHANDRA","Andhra Pradesh Medical Council","1992","1992-04-26","MBBS, DNB","Oncology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-000314","SYN-MH-MED-000314","Meena Jadhav","MEENA JADHAV","Maharashtra Medical Council","2019","2019-03-24","MBBS, MS","Cardiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-000315","SYN-TN-MED-000315","Krishna Kumar","KRISHNA KUMAR","Tamil Nadu Medical Council","1986","1986-08-20","MBBS","Diabetology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-000316","SYN-TN-MED-000316","Aditya Subramaniam","ADITYA SUBRAMANIAM","Tamil Nadu Medical Council","1988","1988-05-27","MBBS, MD, DM","Nephrology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-DL-000317","SYN-DL-MED-000317","Shobha Chopra","SHOBHA CHOPRA","Delhi Medical Council","1989","1989-02-04","MBBS, MS","Emergency Medicine","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-AP-000318","SYN-AP-MED-000318","Rohini Shah","ROHINI SHAH","Andhra Pradesh Medical Council","2012","2012-06-26","MBBS, MD, DM","Rheumatology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-DL-000319","SYN-DL-MED-000319","Jagadish Chawla","JAGADISH CHAWLA","Delhi Medical Council","2021","2021-09-05","MBBS, MD","Pediatrics","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-GJ-000320","SYN-GJ-MED-000320","Indira Patel","INDIRA PATEL","Gujarat Medical Council","2006","2006-02-04","MBBS, MD","Gastroenterology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-000321","SYN-KA-MED-000321","Shyam Bhat","SHYAM BHAT","Karnataka Medical Council","1995","1995-08-08","MBBS, MD, DNB","General Surgery","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-000322","SYN-KA-MED-000322","Revathi Prasad","REVATHI PRASAD","Karnataka Medical Council","2009","2009-03-01","MBBS, MS, MCh","Cardiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-AP-000323","SYN-AP-MED-000323","Mohan Kumar","MOHAN KUMAR","Andhra Pradesh Medical Council","2022","2022-05-14","MBBS, DNB","Endocrinology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-RJ-000324","SYN-RJ-MED-000324","Nikhil Sharma","NIKHIL SHARMA","Rajasthan Medical Council","2002","2002-09-15","MBBS, MS","Orthopedics","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-UP-000325","SYN-UP-MED-000325","Arjun Iyer","ARJUN IYER","Uttar Pradesh Medical Council","1996","1996-12-16","MBBS, DNB","Cardiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-000326","SYN-TN-MED-000326","Rekha Balakrishnan","REKHA BALAKRISHNAN","Tamil Nadu Medical Council","2007","2007-07-01","MBBS, MS","Pediatrics","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-RJ-000327","SYN-RJ-MED-000327","Archana Singh","ARCHANA SINGH","Rajasthan Medical Council","2008","2008-09-17","MBBS, MD","Urology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-WB-000328","SYN-WB-MED-000328","Rakesh Rao","RAKESH RAO","West Bengal Medical Council","1997","1997-02-26","MBBS","Endocrinology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-UP-000329","SYN-UP-MED-000329","Mahesh Rao","MAHESH RAO","Uttar Pradesh Medical Council","1988","1988-11-12","MBBS, MD","Gastroenterology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-AP-000330","SYN-AP-MED-000330","Kavitha Dey","KAVITHA DEY","Andhra Pradesh Medical Council","1987","1987-02-24","MBBS","Radiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-DL-000331","SYN-DL-MED-000331","Rekha Sharma","REKHA SHARMA","Delhi Medical Council","2016","2016-09-04","MBBS","Obstetrics and Gynecology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-000332","SYN-KA-MED-000332","Indira Kulkarni","INDIRA KULKARNI","Karnataka Medical Council","2005","2005-07-07","MBBS, DNB","ENT","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KER-000333","SYN-KER-MED-000333","Harish Suresh","HARISH SURESH","Kerala Medical Council","1999","1999-02-08","MBBS, DNB","Pediatrics","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KER-000334","SYN-KER-MED-000334","Pavan Pillai","PAVAN PILLAI","Kerala Medical Council","2015","2015-10-16","MBBS","Gastroenterology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-OD-000335","SYN-OD-MED-000335","Zarina Iyer","ZARINA IYER","Odisha Medical Council","2014","2014-03-13","MBBS, MD","Nephrology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-AP-000336","SYN-AP-MED-000336","Lakshmi Prasad","LAKSHMI PRASAD","Andhra Pradesh Medical Council","2002","2002-04-11","MBBS","Diabetology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-000337","SYN-KA-MED-000337","Rakesh Naik","RAKESH NAIK","Karnataka Medical Council","1992","1992-08-15","MBBS, MS","ENT","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-000338","SYN-MH-MED-000338","Ramesh Rane","RAMESH RANE","Maharashtra Medical Council","1995","1995-11-20","MBBS, MD, DNB","Anesthesiology","RETIRED","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-RJ-000339","SYN-RJ-MED-000339","Sreedevi Mehta","SREEDEVI MEHTA","Rajasthan Medical Council","1990","1990-07-28","MBBS, MS","Pediatrics","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-UK-000340","SYN-UK-MED-000340","Sindhu Dey","SINDHU DEY","Uttarakhand Medical Council","2002","2002-01-24","MBBS, MS","Obstetrics and Gynecology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-DL-000341","SYN-DL-MED-000341","Vishal Chopra","VISHAL CHOPRA","Delhi Medical Council","1999","1999-10-05","MBBS, MD, DNB","General Medicine","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-000342","SYN-MH-MED-000342","Arvind Deshmukh","ARVIND DESHMUKH","Maharashtra Medical Council","2015","2015-12-25","MBBS, MS","Gastroenterology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-PY-000343","SYN-PY-MED-000343","Ambika Singh","AMBIKA SINGH","Puducherry Medical Council","2013","2013-08-08","MBBS","General Medicine","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-PY-000344","SYN-PY-MED-000344","Suresh Shah","SURESH SHAH","Puducherry Medical Council","1993","1993-06-10","MBBS, MD","Cardiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-000345","SYN-MH-MED-000345","Manasa Deshpande","MANASA DESHPANDE","Maharashtra Medical Council","1995","1995-12-15","MBBS, MS, MCh","Anesthesiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-000346","SYN-TN-MED-000346","Suresh Sekar","SURESH SEKAR","Tamil Nadu Medical Council","1993","1993-12-13","MBBS, MD","Ophthalmology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-000347","SYN-MH-MED-000347","Nisha Shinde","NISHA SHINDE","Maharashtra Medical Council","1985","1985-11-03","MBBS, MD","Diabetology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-000348","SYN-KA-MED-000348","Arjun Rao","ARJUN RAO","Karnataka Medical Council","2012","2012-05-23","MBBS, MD, DNB","Radiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-000349","SYN-TN-MED-000349","Nikhil Krishnamurthy","NIKHIL KRISHNAMURTHY","Tamil Nadu Medical Council","2006","2006-12-02","MBBS, MS","Rheumatology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-AP-000350","SYN-AP-MED-000350","Ashok Singh","ASHOK SINGH","Andhra Pradesh Medical Council","2009","2009-06-15","MBBS, DNB","Ophthalmology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TG-000351","SYN-TG-MED-000351","Leena Varma","LEENA VARMA","Telangana State Medical Council","1989","1989-09-23","MBBS, MD, DM","Neurosurgery","RETIRED","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TG-000352","SYN-TG-MED-000352","Prasad Varma","PRASAD VARMA","Telangana State Medical Council","1992","1992-11-16","MBBS, DNB","Anesthesiology","INACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-NL-000353","SYN-NL-MED-000353","Nandita Shah","NANDITA SHAH","Nagaland Medical Council","1999","1999-06-12","MBBS, MS, MCh","Oncology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KER-000354","SYN-KER-MED-000354","Rakesh Nair","RAKESH NAIR","Kerala Medical Council","1989","1989-06-12","MBBS, MS","Oncology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MP-000355","SYN-MP-MED-000355","Jagadish Babu","JAGADISH BABU","Madhya Pradesh Medical Council","2019","2019-11-27","MBBS, MS","Psychiatry","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-HR-000356","SYN-HR-MED-000356","Shyam Kumar","SHYAM KUMAR","Haryana Medical Council","1997","1997-08-03","MBBS","Orthopedics","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-AP-000357","SYN-AP-MED-000357","Dinesh Singh","DINESH SINGH","Andhra Pradesh Medical Council","1995","1995-05-04","MBBS, DNB","Endocrinology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-GA-000358","SYN-GA-MED-000358","Nikhil Anand","NIKHIL ANAND","Goa Medical Council","1986","1986-05-14","MBBS, MS, DNB","Radiology","INACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-BR-000359","SYN-BR-MED-000359","Akanksha Prasad","AKANKSHA PRASAD","Bihar Medical Council","2011","2011-08-24","MBBS, DNB","Psychiatry","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-AP-000360","SYN-AP-MED-000360","Akash Mehta","AKASH MEHTA","Andhra Pradesh Medical Council","2018","2018-11-11","MBBS, MS","ENT","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-UP-000361","SYN-UP-MED-000361","Rekha Mishra","REKHA MISHRA","Uttar Pradesh Medical Council","2016","2016-10-22","MBBS, DNB","Radiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-DL-000362","SYN-DL-MED-000362","Ravi Chopra","RAVI CHOPRA","Delhi Medical Council","1993","1993-05-06","MBBS, MD, DM","Obstetrics and Gynecology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-000363","SYN-TN-MED-000363","Ram Rajan","RAM RAJAN","Tamil Nadu Medical Council","1994","1994-06-10","MBBS, MS","Orthopedics","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-000364","SYN-KA-MED-000364","Mahesh Murthy","MAHESH MURTHY","Karnataka Medical Council","2019","2019-05-06","MBBS, MS, DNB","Diabetology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-UP-000365","SYN-UP-MED-000365","Manasa Sharma","MANASA SHARMA","Uttar Pradesh Medical Council","1995","1995-04-04","MBBS","ENT","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MP-000366","SYN-MP-MED-000366","Vivek Jain","VIVEK JAIN","Madhya Pradesh Medical Council","2008","2008-03-07","MBBS, MS","General Surgery","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-AP-000367","SYN-AP-MED-000367","Sathish Sharma","SATHISH SHARMA","Andhra Pradesh Medical Council","2008","2008-08-18","MBBS, MS, DNB","Radiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-AP-000368","SYN-AP-MED-000368","Yashodha Reddy","YASHODHA REDDY","Andhra Pradesh Medical Council","2010","2010-08-25","MBBS","Nephrology","INACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-WB-000369","SYN-WB-MED-000369","Kumar Reddy","KUMAR REDDY","West Bengal Medical Council","2019","2019-09-11","MBBS, DNB","Psychiatry","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-000370","SYN-MH-MED-000370","Ramesh Bhosale","RAMESH BHOSALE","Maharashtra Medical Council","2021","2021-11-05","MBBS, MD, DM","Nephrology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-000371","SYN-KA-MED-000371","Harish Murthy","HARISH MURTHY","Karnataka Medical Council","2015","2015-01-05","MBBS, DNB","Neurology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-DL-000372","SYN-DL-MED-000372","Sunil Chopra","SUNIL CHOPRA","Delhi Medical Council","1999","1999-08-12","MBBS","General Surgery","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-GJ-000373","SYN-GJ-MED-000373","Naresh Nair","NARESH NAIR","Gujarat Medical Council","2018","2018-04-26","MBBS, MD, DNB","Dermatology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-GJ-000374","SYN-GJ-MED-000374","Ganesh Varma","GANESH VARMA","Gujarat Medical Council","2013","2013-11-22","MBBS, MS, DNB","Oncology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-CG-000375","SYN-CG-MED-000375","Amita Mishra","AMITA MISHRA","Chhattisgarh Medical Council","2023","2023-10-17","MBBS, MD, DNB","Rheumatology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-UP-000376","SYN-UP-MED-000376","Krishna Das","KRISHNA DAS","Uttar Pradesh Medical Council","2008","2008-07-12","MBBS","Ophthalmology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-000377","SYN-MH-MED-000377","Yogesh Jadhav","YOGESH JADHAV","Maharashtra Medical Council","2020","2020-02-07","MBBS, DNB","Nephrology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-000378","SYN-TN-MED-000378","Vijay Sekar","VIJAY SEKAR","Tamil Nadu Medical Council","2003","2003-03-26","MBBS, DNB","Gastroenterology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-GJ-000379","SYN-GJ-MED-000379","Vijay Sharma","VIJAY SHARMA","Gujarat Medical Council","2022","2022-10-03","MBBS","Psychiatry","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KER-000380","SYN-KER-MED-000380","Sunita John","SUNITA JOHN","Kerala Medical Council","2006","2006-02-19","MBBS, MD, DM","Cardiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-GJ-000381","SYN-GJ-MED-000381","Lavanya Jain","LAVANYA JAIN","Gujarat Medical Council","2011","2011-03-18","MBBS, MS","Anesthesiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-UP-000382","SYN-UP-MED-000382","Kiran Shah","KIRAN SHAH","Uttar Pradesh Medical Council","1996","1996-07-10","MBBS, MS","General Surgery","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-JK-000383","SYN-JK-MED-000383","Ravi Nair","RAVI NAIR","Jammu and Kashmir Medical Council","2004","2004-08-18","MBBS, DNB","Obstetrics and Gynecology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-000384","SYN-KA-MED-000384","Aarav Naik","AARAV NAIK","Karnataka Medical Council","2001","2001-05-21","MBBS, MD, DM","Endocrinology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-000385","SYN-MH-MED-000385","Manasa Deshpande","MANASA DESHPANDE","Maharashtra Medical Council","2011","2011-03-16","MBBS, MD, DNB","Urology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-AP-000386","SYN-AP-MED-000386","Jagadish Jain","JAGADISH JAIN","Andhra Pradesh Medical Council","2016","2016-02-20","MBBS, DNB","Anesthesiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-000387","SYN-TN-MED-000387","Vishal Ramaswamy","VISHAL RAMASWAMY","Tamil Nadu Medical Council","2015","2015-12-27","MBBS","Oncology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-AP-000388","SYN-AP-MED-000388","Akash Jain","AKASH JAIN","Andhra Pradesh Medical Council","1995","1995-10-02","MBBS","Nephrology","INACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-000389","SYN-TN-MED-000389","Kiran Natarajan","KIRAN NATARAJAN","Tamil Nadu Medical Council","1995","1995-01-09","MBBS, MD","Urology","INACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-000390","SYN-KA-MED-000390","Shekhar Gowda","SHEKHAR GOWDA","Karnataka Medical Council","2003","2003-05-17","MBBS, DNB","Cardiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-JH-000391","SYN-JH-MED-000391","Rajani Patel","RAJANI PATEL","Jharkhand Medical Council","1991","1991-10-25","MBBS, MD","ENT","INACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KER-000392","SYN-KER-MED-000392","Shilpa Iyer","SHILPA IYER","Kerala Medical Council","2002","2002-11-23","MBBS, DNB","Neurology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-AP-000393","SYN-AP-MED-000393","Shekhar Sharma","SHEKHAR SHARMA","Andhra Pradesh Medical Council","1985","1985-03-17","MBBS, MD","Endocrinology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-000394","SYN-TN-MED-000394","Yashodha Subramaniam","YASHODHA SUBRAMANIAM","Tamil Nadu Medical Council","1991","1991-04-05","MBBS, MS","Pediatrics","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-GJ-000395","SYN-GJ-MED-000395","Deepa Iyer","DEEPA IYER","Gujarat Medical Council","2018","2018-09-23","MBBS, MS","Neurology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-000396","SYN-TN-MED-000396","Yashodha Krishnamurthy","YASHODHA KRISHNAMURTHY","Tamil Nadu Medical Council","1992","1992-03-01","MBBS, MS","Psychiatry","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-AP-000397","SYN-AP-MED-000397","Kiran Dey","KIRAN DEY","Andhra Pradesh Medical Council","2023","2023-09-25","MBBS, MS, DNB","Orthopedics","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-UP-000398","SYN-UP-MED-000398","Anand Singh","ANAND SINGH","Uttar Pradesh Medical Council","1999","1999-03-28","MBBS, DNB","Diabetology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-DL-000399","SYN-DL-MED-000399","Jayan Kumar","JAYAN KUMAR","Delhi Medical Council","1993","1993-02-14","MBBS, DNB","Neurology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-000400","SYN-TN-MED-000400","Rajini Kumar","RAJINI KUMAR","Tamil Nadu Medical Council","2012","2012-01-07","MBBS","Rheumatology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-DL-000401","SYN-DL-MED-000401","Balaji Kapoor","BALAJI KAPOOR","Delhi Medical Council","1992","1992-05-02","MBBS","Rheumatology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-AP-000402","SYN-AP-MED-000402","Gopal Singh","GOPAL SINGH","Andhra Pradesh Medical Council","2023","2023-04-19","MBBS, MD, DNB","Orthopedics","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-AP-000403","SYN-AP-MED-000403","Anand Kumar","ANAND KUMAR","Andhra Pradesh Medical Council","1994","1994-12-09","MBBS, MD, DNB","Ophthalmology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-000404","SYN-KA-MED-000404","Sreedevi Bhat","SREEDEVI BHAT","Karnataka Medical Council","2000","2000-09-19","MBBS","Anesthesiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-RJ-000405","SYN-RJ-MED-000405","Archana Shah","ARCHANA SHAH","Rajasthan Medical Council","1997","1997-05-06","MBBS, MD, DNB","Radiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
